address,district,building,"last date",case_id,"matched address (arcGIS)",Score,X,Y,LongLabel,Addr_type
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-23 00:00:00",83,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-23 00:00:00",86,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-23 00:00:00",92,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-23 00:00:00",93,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-23 00:00:00",102,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-23 00:00:00",98,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Block 4, Swiss Towers, Wan Chai","Wan Chai","Block 4, Swiss Towers","2020-02-24 00:00:00",85,"Block 4, Cavendish Heights, 33 Perkins Road, Jardine'S Lookout, Wan Chai",96.18,114.1927091,22.27032962,"Block 4, Cavendish Heights, 33 Perkins Road, Jardine'S Lookout, Wan Chai, HKG",PointAddress
"Hong Fook Court, Bedford Gardens, Eastern",Eastern,"Hong Fook Court, Bedford Gardens","2020-02-24 00:00:00",83,"Hong Fook Court, Bedford Gardens, 153 Tin Hau Temple Road, North Point, Eastern",100,114.2043975,22.28926853,"Hong Fook Court, Bedford Gardens, 153 Tin Hau Temple Road, North Point, Eastern, HKG",PointAddress
"Hong Fook Court, Bedford Gardens, Eastern",Eastern,"Hong Fook Court, Bedford Gardens","2020-02-24 00:00:00",84,"Hong Fook Court, Bedford Gardens, 153 Tin Hau Temple Road, North Point, Eastern",100,114.2043975,22.28926853,"Hong Fook Court, Bedford Gardens, 153 Tin Hau Temple Road, North Point, Eastern, HKG",PointAddress
"Choi Tin House, Hing Tin Estate, Kwun Tong","Kwun Tong","Choi Tin House, Hing Tin Estate","2020-02-24 00:00:00",82,"Choi Tin House, Hing Tin Estate, 8 Lin Tak Road, Lam Tin, Kwun Tong",100,114.2393317,22.31323851,"Choi Tin House, Hing Tin Estate, 8 Lin Tak Road, Lam Tin, Kwun Tong, HKG",PointAddress
"Choi Tin House, Hing Tin Estate, Kwun Tong","Kwun Tong","Choi Tin House, Hing Tin Estate","2020-02-24 00:00:00",72,"Choi Tin House, Hing Tin Estate, 8 Lin Tak Road, Lam Tin, Kwun Tong",100,114.2393317,22.31323851,"Choi Tin House, Hing Tin Estate, 8 Lin Tak Road, Lam Tin, Kwun Tong, HKG",PointAddress
"Phase 1, The Redhill Peninsula, Southern",Southern,"Phase 1, The Redhill Peninsula","2020-02-24 00:00:00",76,"The Red Hill Peninsula Phase 2, Southern",84.67,114.2282785,22.23300724,"The Red Hill Peninsula Phase 2, Southern, HKG",Locality
"Phase 1, The Redhill Peninsula, Southern",Southern,"Phase 1, The Redhill Peninsula","2020-02-24 00:00:00",91,"The Red Hill Peninsula Phase 2, Southern",84.67,114.2282785,22.23300724,"The Red Hill Peninsula Phase 2, Southern, HKG",Locality
"25-29 Great George Street, Wan Chai","Wan Chai","25-29 Great George Street","2020-02-25 00:00:00",105,"25-29 Great George Street, Causeway Bay, Wan Chai",100,114.1858312,22.28098151,"25-29 Great George Street, Causeway Bay, Wan Chai, HKG",PointAddress
"29 Queen's Road Central, Central & Western","Central & Western","29 Queen's Road Central","2020-02-25 00:00:00",105,"29 Queen'S Road Central, Central, Central & Western",99.46,114.1568289,22.28176974,"29 Queen'S Road Central, Central, Central & Western, HKG",PointAddress
"Hong Kong Sanatorium & Hospital, Wan Chai","Wan Chai","Hong Kong Sanatorium & Hospital","2020-02-25 00:00:00",76,"Hong Kong Sanatorium & Hospital, 2-4 Village Road, Happy Valley, Wan Chai",100,114.182773,22.26964918,"Hong Kong Sanatorium & Hospital, 2-4 Village Road, Happy Valley, Wan Chai, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-25 00:00:00",74,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Hong Kong Sanatorium & Hospital, Wan Chai","Wan Chai","Hong Kong Sanatorium & Hospital","2020-02-25 00:00:00",85,"Hong Kong Sanatorium & Hospital, 2-4 Village Road, Happy Valley, Wan Chai",100,114.182773,22.26964918,"Hong Kong Sanatorium & Hospital, 2-4 Village Road, Happy Valley, Wan Chai, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-25 00:00:00",89,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Hong Kong Sanatorium & Hospital, Wan Chai","Wan Chai","Hong Kong Sanatorium & Hospital","2020-02-25 00:00:00",91,"Hong Kong Sanatorium & Hospital, 2-4 Village Road, Happy Valley, Wan Chai",100,114.182773,22.26964918,"Hong Kong Sanatorium & Hospital, 2-4 Village Road, Happy Valley, Wan Chai, HKG",PointAddress
"Block 4, Swiss Towers, Wan Chai","Wan Chai","Block 4, Swiss Towers","2020-02-25 00:00:00",85,"Block 4, Cavendish Heights, 33 Perkins Road, Jardine'S Lookout, Wan Chai",96.18,114.1927091,22.27032962,"Block 4, Cavendish Heights, 33 Perkins Road, Jardine'S Lookout, Wan Chai, HKG",PointAddress
"Block 4, Swiss Towers, Wan Chai","Wan Chai","Block 4, Swiss Towers","2020-02-25 00:00:00",90,"Block 4, Cavendish Heights, 33 Perkins Road, Jardine'S Lookout, Wan Chai",96.18,114.1927091,22.27032962,"Block 4, Cavendish Heights, 33 Perkins Road, Jardine'S Lookout, Wan Chai, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-25 00:00:00",102,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Phase 1, The Redhill Peninsula, Southern",Southern,"Phase 1, The Redhill Peninsula","2020-02-25 00:00:00",76,"The Red Hill Peninsula Phase 2, Southern",84.67,114.2282785,22.23300724,"The Red Hill Peninsula Phase 2, Southern, HKG",Locality
"Phase 1, The Redhill Peninsula, Southern",Southern,"Phase 1, The Redhill Peninsula","2020-02-25 00:00:00",91,"The Red Hill Peninsula Phase 2, Southern",84.67,114.2282785,22.23300724,"The Red Hill Peninsula Phase 2, Southern, HKG",Locality
"Phase 1, The Redhill Peninsula, Southern",Southern,"Phase 1, The Redhill Peninsula","2020-02-25 00:00:00",103,"The Red Hill Peninsula Phase 2, Southern",84.67,114.2282785,22.23300724,"The Red Hill Peninsula Phase 2, Southern, HKG",Locality
"Block 4, Bauhinia Garden, Sai Kung","Sai Kung","Block 4, Bauhinia Garden","2020-02-26 00:00:00",92,"Block 4, Bauhinia Garden, Tseung Kwan O, Sai Kung",100,114.2626,22.30629222,"Block 4, Bauhinia Garden, Tseung Kwan O, Sai Kung, HKG",PointAddress
"Anne Black General Out-patient Clinic, Eastern",Eastern,"Anne Black General Out-patient Clinic","2020-02-26 00:00:00",93,"Stanley General Out-patient Clinic",66.53,114.21353,22.21775998,"Stanley General Out-patient Clinic, 14 Wong Ma Kok Rd, Stanley, Southern, HKG",POI
"11 Mut Wah Street, Kwun Tong","Kwun Tong","11 Mut Wah Street","2020-02-26 00:00:00",98,"11 Mut Wah St, Kwun Tong",100,114.2241575,22.31499848,"11 Mut Wah St, Kwun Tong, HKG",StreetAddress
"Smithfield Municipal Services Building, Central & Western","Central & Western","Smithfield Municipal Services Building","2020-02-26 00:00:00",105,"Smithfield Municipal Services Building, 12K Smithfield, Western District, Central & Western",100,114.1286607,22.28176367,"Smithfield Municipal Services Building, 12K Smithfield, Western District, Central & Western, HKG",PointAddress
"Jolly Villa, 8 Tai Hang Road, Wan Chai","Wan Chai","Jolly Villa, 8 Tai Hang Road","2020-02-26 00:00:00",101,"Jolly Villa, 8 Tai Hang Road, Tai Hang, Wan Chai",100,114.192318,22.27732624,"Jolly Villa, 8 Tai Hang Road, Tai Hang, Wan Chai, HKG",PointAddress
"Jolly Villa, Wan Chai","Wan Chai","Jolly Villa","2020-02-26 00:00:00",101,"Jolly Villa, 8 Tai Hang Road, Tai Hang, Wan Chai",100,114.192318,22.27732624,"Jolly Villa, 8 Tai Hang Road, Tai Hang, Wan Chai, HKG",PointAddress
"Jolly Villa, Wan Chai","Wan Chai","Jolly Villa","2020-02-26 00:00:00",104,"Jolly Villa, 8 Tai Hang Road, Tai Hang, Wan Chai",100,114.192318,22.27732624,"Jolly Villa, 8 Tai Hang Road, Tai Hang, Wan Chai, HKG",PointAddress
"Hong Fook Court, Bedford Gardens, Eastern",Eastern,"Hong Fook Court, Bedford Gardens","2020-02-26 00:00:00",83,"Hong Fook Court, Bedford Gardens, 153 Tin Hau Temple Road, North Point, Eastern",100,114.2043975,22.28926853,"Hong Fook Court, Bedford Gardens, 153 Tin Hau Temple Road, North Point, Eastern, HKG",PointAddress
"Hong Fook Court, Bedford Gardens, Eastern",Eastern,"Hong Fook Court, Bedford Gardens","2020-02-26 00:00:00",84,"Hong Fook Court, Bedford Gardens, 153 Tin Hau Temple Road, North Point, Eastern",100,114.2043975,22.28926853,"Hong Fook Court, Bedford Gardens, 153 Tin Hau Temple Road, North Point, Eastern, HKG",PointAddress
"Hong Fook Court, Bedford Gardens, Eastern",Eastern,"Hong Fook Court, Bedford Gardens","2020-02-26 00:00:00",112,"Hong Fook Court, Bedford Gardens, 153 Tin Hau Temple Road, North Point, Eastern",100,114.2043975,22.28926853,"Hong Fook Court, Bedford Gardens, 153 Tin Hau Temple Road, North Point, Eastern, HKG",PointAddress
"Block 4, Swiss Towers, Wan Chai","Wan Chai","Block 4, Swiss Towers","2020-02-26 00:00:00",85,"Block 4, Cavendish Heights, 33 Perkins Road, Jardine'S Lookout, Wan Chai",96.18,114.1927091,22.27032962,"Block 4, Cavendish Heights, 33 Perkins Road, Jardine'S Lookout, Wan Chai, HKG",PointAddress
"Block 4, Swiss Towers, Wan Chai","Wan Chai","Block 4, Swiss Towers","2020-02-26 00:00:00",90,"Block 4, Cavendish Heights, 33 Perkins Road, Jardine'S Lookout, Wan Chai",96.18,114.1927091,22.27032962,"Block 4, Cavendish Heights, 33 Perkins Road, Jardine'S Lookout, Wan Chai, HKG",PointAddress
"Block 4, Swiss Towers, Wan Chai","Wan Chai","Block 4, Swiss Towers","2020-02-26 00:00:00",113,"Block 4, Cavendish Heights, 33 Perkins Road, Jardine'S Lookout, Wan Chai",96.18,114.1927091,22.27032962,"Block 4, Cavendish Heights, 33 Perkins Road, Jardine'S Lookout, Wan Chai, HKG",PointAddress
"Hung Fuk Building, Eastern",Eastern,"Hung Fuk Building","2020-02-27 00:00:00",93,"Hung Fuk Building, 40-78 Kam Ping Street, North Point, Eastern",100,114.1996096,22.28998703,"Hung Fuk Building, 40-78 Kam Ping Street, North Point, Eastern, HKG",PointAddress
"10 Des Voeux Road Central, Central & Western","Central & Western","10 Des Voeux Road Central","2020-02-27 00:00:00",105,"10 Des Voeux Road Central, Central, Central & Western",99.46,114.1582007,22.28087619,"10 Des Voeux Road Central, Central, Central & Western, HKG",PointAddress
"Block 4, Bauhinia Garden, Sai Kung","Sai Kung","Block 4, Bauhinia Garden","2020-02-27 00:00:00",92,"Block 4, Bauhinia Garden, Tseung Kwan O, Sai Kung",100,114.2626,22.30629222,"Block 4, Bauhinia Garden, Tseung Kwan O, Sai Kung, HKG",PointAddress
"Block 4, Bauhinia Garden, Sai Kung","Sai Kung","Block 4, Bauhinia Garden","2020-02-27 00:00:00",95,"Block 4, Bauhinia Garden, Tseung Kwan O, Sai Kung",100,114.2626,22.30629222,"Block 4, Bauhinia Garden, Tseung Kwan O, Sai Kung, HKG",PointAddress
"Hong Shui Court, Kwun Tong","Kwun Tong","Hong Shui Court","2020-02-29 00:00:00",98,"Hong Shui Court, Kwun Tong",100,114.2405965,22.30142823,"Hong Shui Court, Kwun Tong, HKG",Locality
"Meng Wah Complex, Southern",Southern,"Meng Wah Complex","2020-02-29 00:00:00",107,"Wah Fu Commercial Complex",78.89,114.13749,22.25108,"Wah Fu Commercial Complex, Wah Fu Rd, Wah Fu, Southern, HKG",POI
"Un Lok House, Un Chau Estate, Sham Shui Po","Sham Shui Po","Un Lok House, Un Chau Estate","2020-02-29 00:00:00",99,"Un Lok House, Un Chau Estate, 303 Un Chau Street, Cheung Sha Wan, Sham Shui Po",100,114.1556569,22.33663035,"Un Lok House, Un Chau Estate, 303 Un Chau Street, Cheung Sha Wan, Sham Shui Po, HKG",PointAddress
"Un Lok House, Un Chau Estate, Sham Shui Po","Sham Shui Po","Un Lok House, Un Chau Estate","2020-02-29 00:00:00",100,"Un Lok House, Un Chau Estate, 303 Un Chau Street, Cheung Sha Wan, Sham Shui Po",100,114.1556569,22.33663035,"Un Lok House, Un Chau Estate, 303 Un Chau Street, Cheung Sha Wan, Sham Shui Po, HKG",PointAddress
